"feature_id","feature_field_name"
121,"time_Body_Gyro_mean.fn_X"
122,"time_Body_Gyro_mean.fn_Y"
123,"time_Body_Gyro_mean.fn_Z"
124,"time_Body_Gyro_std.fn_X"
125,"time_Body_Gyro_std.fn_Y"
126,"time_Body_Gyro_std.fn_Z"
127,"time_Body_Gyro_mad.fn_X"
128,"time_Body_Gyro_mad.fn_Y"
129,"time_Body_Gyro_mad.fn_Z"
130,"time_Body_Gyro_max.fn_X"
131,"time_Body_Gyro_max.fn_Y"
132,"time_Body_Gyro_max.fn_Z"
133,"time_Body_Gyro_min.fn_X"
134,"time_Body_Gyro_min.fn_Y"
135,"time_Body_Gyro_min.fn_Z"
136,"time_Body_Gyro_sma.fn"
137,"time_Body_Gyro_energy.fn_X"
138,"time_Body_Gyro_energy.fn_Y"
139,"time_Body_Gyro_energy.fn_Z"
140,"time_Body_Gyro_iqr.fn_X"
141,"time_Body_Gyro_iqr.fn_Y"
142,"time_Body_Gyro_iqr.fn_Z"
143,"time_Body_Gyro_entropy.fn_X"
144,"time_Body_Gyro_entropy.fn_Y"
145,"time_Body_Gyro_entropy.fn_Z"
146,"time_Body_Gyro_arCoeff.fn_X.to.1"
147,"time_Body_Gyro_arCoeff.fn_X.to.2"
148,"time_Body_Gyro_arCoeff.fn_X.to.3"
149,"time_Body_Gyro_arCoeff.fn_X.to.4"
150,"time_Body_Gyro_arCoeff.fn_Y.to.1"
151,"time_Body_Gyro_arCoeff.fn_Y.to.2"
152,"time_Body_Gyro_arCoeff.fn_Y.to.3"
153,"time_Body_Gyro_arCoeff.fn_Y.to.4"
154,"time_Body_Gyro_arCoeff.fn_Z.to.1"
155,"time_Body_Gyro_arCoeff.fn_Z.to.2"
156,"time_Body_Gyro_arCoeff.fn_Z.to.3"
157,"time_Body_Gyro_arCoeff.fn_Z.to.4"
158,"time_Body_Gyro_correlation.fn_X.to.Y"
159,"time_Body_Gyro_correlation.fn_X.to.Z"
160,"time_Body_Gyro_correlation.fn_Y.to.Z"
161,"time_Body_GyroJerk_mean.fn_X"
162,"time_Body_GyroJerk_mean.fn_Y"
163,"time_Body_GyroJerk_mean.fn_Z"
164,"time_Body_GyroJerk_std.fn_X"
165,"time_Body_GyroJerk_std.fn_Y"
166,"time_Body_GyroJerk_std.fn_Z"
167,"time_Body_GyroJerk_mad.fn_X"
168,"time_Body_GyroJerk_mad.fn_Y"
169,"time_Body_GyroJerk_mad.fn_Z"
170,"time_Body_GyroJerk_max.fn_X"
171,"time_Body_GyroJerk_max.fn_Y"
172,"time_Body_GyroJerk_max.fn_Z"
173,"time_Body_GyroJerk_min.fn_X"
174,"time_Body_GyroJerk_min.fn_Y"
175,"time_Body_GyroJerk_min.fn_Z"
176,"time_Body_GyroJerk_sma.fn"
177,"time_Body_GyroJerk_energy.fn_X"
178,"time_Body_GyroJerk_energy.fn_Y"
179,"time_Body_GyroJerk_energy.fn_Z"
180,"time_Body_GyroJerk_iqr.fn_X"
181,"time_Body_GyroJerk_iqr.fn_Y"
182,"time_Body_GyroJerk_iqr.fn_Z"
183,"time_Body_GyroJerk_entropy.fn_X"
184,"time_Body_GyroJerk_entropy.fn_Y"
185,"time_Body_GyroJerk_entropy.fn_Z"
186,"time_Body_GyroJerk_arCoeff.fn_X.to.1"
187,"time_Body_GyroJerk_arCoeff.fn_X.to.2"
188,"time_Body_GyroJerk_arCoeff.fn_X.to.3"
189,"time_Body_GyroJerk_arCoeff.fn_X.to.4"
190,"time_Body_GyroJerk_arCoeff.fn_Y.to.1"
191,"time_Body_GyroJerk_arCoeff.fn_Y.to.2"
192,"time_Body_GyroJerk_arCoeff.fn_Y.to.3"
193,"time_Body_GyroJerk_arCoeff.fn_Y.to.4"
194,"time_Body_GyroJerk_arCoeff.fn_Z.to.1"
195,"time_Body_GyroJerk_arCoeff.fn_Z.to.2"
196,"time_Body_GyroJerk_arCoeff.fn_Z.to.3"
197,"time_Body_GyroJerk_arCoeff.fn_Z.to.4"
198,"time_Body_GyroJerk_correlation.fn_X.to.Y"
199,"time_Body_GyroJerk_correlation.fn_X.to.Z"
200,"time_Body_GyroJerk_correlation.fn_Y.to.Z"
201,"time_Body_AccMag_mean.fn"
202,"time_Body_AccMag_std.fn"
203,"time_Body_AccMag_mad.fn"
204,"time_Body_AccMag_max.fn"
205,"time_Body_AccMag_min.fn"
206,"time_Body_AccMag_sma.fn"
207,"time_Body_AccMag_energy.fn"
208,"time_Body_AccMag_iqr.fn"
209,"time_Body_AccMag_entropy.fn"
210,"time_Body_AccMag_arCoeff.fn1"
211,"time_Body_AccMag_arCoeff.fn2"
212,"time_Body_AccMag_arCoeff.fn3"
213,"time_Body_AccMag_arCoeff.fn4"
214,"time_Gravity_AccMag_mean.fn"
215,"time_Gravity_AccMag_std.fn"
216,"time_Gravity_AccMag_mad.fn"
217,"time_Gravity_AccMag_max.fn"
218,"time_Gravity_AccMag_min.fn"
219,"time_Gravity_AccMag_sma.fn"
220,"time_Gravity_AccMag_energy.fn"
221,"time_Gravity_AccMag_iqr.fn"
222,"time_Gravity_AccMag_entropy.fn"
223,"time_Gravity_AccMag_arCoeff.fn1"
224,"time_Gravity_AccMag_arCoeff.fn2"
225,"time_Gravity_AccMag_arCoeff.fn3"
226,"time_Gravity_AccMag_arCoeff.fn4"
227,"time_Body_AccJerkMag_mean.fn"
228,"time_Body_AccJerkMag_std.fn"
229,"time_Body_AccJerkMag_mad.fn"
230,"time_Body_AccJerkMag_max.fn"
231,"time_Body_AccJerkMag_min.fn"
232,"time_Body_AccJerkMag_sma.fn"
233,"time_Body_AccJerkMag_energy.fn"
234,"time_Body_AccJerkMag_iqr.fn"
235,"time_Body_AccJerkMag_entropy.fn"
236,"time_Body_AccJerkMag_arCoeff.fn1"
237,"time_Body_AccJerkMag_arCoeff.fn2"
238,"time_Body_AccJerkMag_arCoeff.fn3"
239,"time_Body_AccJerkMag_arCoeff.fn4"
240,"time_Body_GyroMag_mean.fn"
241,"time_Body_GyroMag_std.fn"
242,"time_Body_GyroMag_mad.fn"
243,"time_Body_GyroMag_max.fn"
244,"time_Body_GyroMag_min.fn"
245,"time_Body_GyroMag_sma.fn"
246,"time_Body_GyroMag_energy.fn"
247,"time_Body_GyroMag_iqr.fn"
248,"time_Body_GyroMag_entropy.fn"
249,"time_Body_GyroMag_arCoeff.fn1"
250,"time_Body_GyroMag_arCoeff.fn2"
251,"time_Body_GyroMag_arCoeff.fn3"
252,"time_Body_GyroMag_arCoeff.fn4"
253,"time_Body_GyroJerkMag_mean.fn"
254,"time_Body_GyroJerkMag_std.fn"
255,"time_Body_GyroJerkMag_mad.fn"
256,"time_Body_GyroJerkMag_max.fn"
257,"time_Body_GyroJerkMag_min.fn"
258,"time_Body_GyroJerkMag_sma.fn"
259,"time_Body_GyroJerkMag_energy.fn"
260,"time_Body_GyroJerkMag_iqr.fn"
261,"time_Body_GyroJerkMag_entropy.fn"
262,"time_Body_GyroJerkMag_arCoeff.fn1"
263,"time_Body_GyroJerkMag_arCoeff.fn2"
264,"time_Body_GyroJerkMag_arCoeff.fn3"
265,"time_Body_GyroJerkMag_arCoeff.fn4"
266,"fourier_Body_Acc_mean.fn_X"
267,"fourier_Body_Acc_mean.fn_Y"
268,"fourier_Body_Acc_mean.fn_Z"
269,"fourier_Body_Acc_std.fn_X"
270,"fourier_Body_Acc_std.fn_Y"
271,"fourier_Body_Acc_std.fn_Z"
272,"fourier_Body_Acc_mad.fn_X"
273,"fourier_Body_Acc_mad.fn_Y"
274,"fourier_Body_Acc_mad.fn_Z"
275,"fourier_Body_Acc_max.fn_X"
276,"fourier_Body_Acc_max.fn_Y"
277,"fourier_Body_Acc_max.fn_Z"
278,"fourier_Body_Acc_min.fn_X"
279,"fourier_Body_Acc_min.fn_Y"
280,"fourier_Body_Acc_min.fn_Z"
281,"fourier_Body_Acc_sma.fn"
282,"fourier_Body_Acc_energy.fn_X"
283,"fourier_Body_Acc_energy.fn_Y"
284,"fourier_Body_Acc_energy.fn_Z"
285,"fourier_Body_Acc_iqr.fn_X"
286,"fourier_Body_Acc_iqr.fn_Y"
287,"fourier_Body_Acc_iqr.fn_Z"
288,"fourier_Body_Acc_entropy.fn_X"
289,"fourier_Body_Acc_entropy.fn_Y"
290,"fourier_Body_Acc_entropy.fn_Z"
291,"fourier_Body_Acc_maxInds_X"
292,"fourier_Body_Acc_maxInds_Y"
293,"fourier_Body_Acc_maxInds_Z"
294,"fourier_Body_Acc_meanFreq.fn_X"
295,"fourier_Body_Acc_meanFreq.fn_Y"
296,"fourier_Body_Acc_meanFreq.fn_Z"
297,"fourier_Body_Acc_skewness.fn_X"
298,"fourier_Body_Acc_kurtosis.fn_X"
299,"fourier_Body_Acc_skewness.fn_Y"
300,"fourier_Body_Acc_kurtosis.fn_Y"
301,"fourier_Body_Acc_skewness.fn_Z"
302,"fourier_Body_Acc_kurtosis.fn_Z"
303,"fourier_Body_Acc_bandsEnergy.fn_1.to.8_X"
304,"fourier_Body_Acc_bandsEnergy.fn_9.to.16_X"
305,"fourier_Body_Acc_bandsEnergy.fn_17.to.24_X"
306,"fourier_Body_Acc_bandsEnergy.fn_25.to.32_X"
307,"fourier_Body_Acc_bandsEnergy.fn_33.to.40_X"
308,"fourier_Body_Acc_bandsEnergy.fn_41.to.48_X"
309,"fourier_Body_Acc_bandsEnergy.fn_49.to.56_X"
310,"fourier_Body_Acc_bandsEnergy.fn_57.to.64_X"
311,"fourier_Body_Acc_bandsEnergy.fn_1.to.16_X"
312,"fourier_Body_Acc_bandsEnergy.fn_17.to.32_X"
313,"fourier_Body_Acc_bandsEnergy.fn_33.to.48_X"
314,"fourier_Body_Acc_bandsEnergy.fn_49.to.64_X"
315,"fourier_Body_Acc_bandsEnergy.fn_1.to.24_X"
316,"fourier_Body_Acc_bandsEnergy.fn_25.to.48_X"
317,"fourier_Body_Acc_bandsEnergy.fn_1.to.8_Y"
318,"fourier_Body_Acc_bandsEnergy.fn_9.to.16_Y"
319,"fourier_Body_Acc_bandsEnergy.fn_17.to.24_Y"
320,"fourier_Body_Acc_bandsEnergy.fn_25.to.32_Y"
321,"fourier_Body_Acc_bandsEnergy.fn_33.to.40_Y"
322,"fourier_Body_Acc_bandsEnergy.fn_41.to.48_Y"
323,"fourier_Body_Acc_bandsEnergy.fn_49.to.56_Y"
324,"fourier_Body_Acc_bandsEnergy.fn_57.to.64_Y"
325,"fourier_Body_Acc_bandsEnergy.fn_1.to.16_Y"
326,"fourier_Body_Acc_bandsEnergy.fn_17.to.32_Y"
327,"fourier_Body_Acc_bandsEnergy.fn_33.to.48_Y"
328,"fourier_Body_Acc_bandsEnergy.fn_49.to.64_Y"
329,"fourier_Body_Acc_bandsEnergy.fn_1.to.24_Y"
330,"fourier_Body_Acc_bandsEnergy.fn_25.to.48_Y"
331,"fourier_Body_Acc_bandsEnergy.fn_1.to.8_Z"
332,"fourier_Body_Acc_bandsEnergy.fn_9.to.16_Z"
333,"fourier_Body_Acc_bandsEnergy.fn_17.to.24_Z"
334,"fourier_Body_Acc_bandsEnergy.fn_25.to.32_Z"
335,"fourier_Body_Acc_bandsEnergy.fn_33.to.40_Z"
336,"fourier_Body_Acc_bandsEnergy.fn_41.to.48_Z"
337,"fourier_Body_Acc_bandsEnergy.fn_49.to.56_Z"
338,"fourier_Body_Acc_bandsEnergy.fn_57.to.64_Z"
339,"fourier_Body_Acc_bandsEnergy.fn_1.to.16_Z"
340,"fourier_Body_Acc_bandsEnergy.fn_17.to.32_Z"
341,"fourier_Body_Acc_bandsEnergy.fn_33.to.48_Z"
342,"fourier_Body_Acc_bandsEnergy.fn_49.to.64_Z"
343,"fourier_Body_Acc_bandsEnergy.fn_1.to.24_Z"
344,"fourier_Body_Acc_bandsEnergy.fn_25.to.48_Z"
345,"fourier_Body_AccJerk_mean.fn_X"
346,"fourier_Body_AccJerk_mean.fn_Y"
347,"fourier_Body_AccJerk_mean.fn_Z"
348,"fourier_Body_AccJerk_std.fn_X"
349,"fourier_Body_AccJerk_std.fn_Y"
350,"fourier_Body_AccJerk_std.fn_Z"
351,"fourier_Body_AccJerk_mad.fn_X"
352,"fourier_Body_AccJerk_mad.fn_Y"
353,"fourier_Body_AccJerk_mad.fn_Z"
354,"fourier_Body_AccJerk_max.fn_X"
355,"fourier_Body_AccJerk_max.fn_Y"
356,"fourier_Body_AccJerk_max.fn_Z"
357,"fourier_Body_AccJerk_min.fn_X"
358,"fourier_Body_AccJerk_min.fn_Y"
359,"fourier_Body_AccJerk_min.fn_Z"
360,"fourier_Body_AccJerk_sma.fn"
361,"fourier_Body_AccJerk_energy.fn_X"
362,"fourier_Body_AccJerk_energy.fn_Y"
363,"fourier_Body_AccJerk_energy.fn_Z"
364,"fourier_Body_AccJerk_iqr.fn_X"
365,"fourier_Body_AccJerk_iqr.fn_Y"
366,"fourier_Body_AccJerk_iqr.fn_Z"
367,"fourier_Body_AccJerk_entropy.fn_X"
368,"fourier_Body_AccJerk_entropy.fn_Y"
369,"fourier_Body_AccJerk_entropy.fn_Z"
370,"fourier_Body_AccJerk_maxInds_X"
371,"fourier_Body_AccJerk_maxInds_Y"
372,"fourier_Body_AccJerk_maxInds_Z"
373,"fourier_Body_AccJerk_meanFreq.fn_X"
374,"fourier_Body_AccJerk_meanFreq.fn_Y"
375,"fourier_Body_AccJerk_meanFreq.fn_Z"
376,"fourier_Body_AccJerk_skewness.fn_X"
377,"fourier_Body_AccJerk_kurtosis.fn_X"
378,"fourier_Body_AccJerk_skewness.fn_Y"
379,"fourier_Body_AccJerk_kurtosis.fn_Y"
380,"fourier_Body_AccJerk_skewness.fn_Z"
381,"fourier_Body_AccJerk_kurtosis.fn_Z"
382,"fourier_Body_AccJerk_bandsEnergy.fn_1.to.8_X"
383,"fourier_Body_AccJerk_bandsEnergy.fn_9.to.16_X"
384,"fourier_Body_AccJerk_bandsEnergy.fn_17.to.24_X"
385,"fourier_Body_AccJerk_bandsEnergy.fn_25.to.32_X"
386,"fourier_Body_AccJerk_bandsEnergy.fn_33.to.40_X"
387,"fourier_Body_AccJerk_bandsEnergy.fn_41.to.48_X"
388,"fourier_Body_AccJerk_bandsEnergy.fn_49.to.56_X"
389,"fourier_Body_AccJerk_bandsEnergy.fn_57.to.64_X"
390,"fourier_Body_AccJerk_bandsEnergy.fn_1.to.16_X"
391,"fourier_Body_AccJerk_bandsEnergy.fn_17.to.32_X"
392,"fourier_Body_AccJerk_bandsEnergy.fn_33.to.48_X"
393,"fourier_Body_AccJerk_bandsEnergy.fn_49.to.64_X"
394,"fourier_Body_AccJerk_bandsEnergy.fn_1.to.24_X"
395,"fourier_Body_AccJerk_bandsEnergy.fn_25.to.48_X"
396,"fourier_Body_AccJerk_bandsEnergy.fn_1.to.8_Y"
397,"fourier_Body_AccJerk_bandsEnergy.fn_9.to.16_Y"
398,"fourier_Body_AccJerk_bandsEnergy.fn_17.to.24_Y"
399,"fourier_Body_AccJerk_bandsEnergy.fn_25.to.32_Y"
400,"fourier_Body_AccJerk_bandsEnergy.fn_33.to.40_Y"
401,"fourier_Body_AccJerk_bandsEnergy.fn_41.to.48_Y"
402,"fourier_Body_AccJerk_bandsEnergy.fn_49.to.56_Y"
403,"fourier_Body_AccJerk_bandsEnergy.fn_57.to.64_Y"
404,"fourier_Body_AccJerk_bandsEnergy.fn_1.to.16_Y"
405,"fourier_Body_AccJerk_bandsEnergy.fn_17.to.32_Y"
406,"fourier_Body_AccJerk_bandsEnergy.fn_33.to.48_Y"
407,"fourier_Body_AccJerk_bandsEnergy.fn_49.to.64_Y"
408,"fourier_Body_AccJerk_bandsEnergy.fn_1.to.24_Y"
409,"fourier_Body_AccJerk_bandsEnergy.fn_25.to.48_Y"
410,"fourier_Body_AccJerk_bandsEnergy.fn_1.to.8_Z"
411,"fourier_Body_AccJerk_bandsEnergy.fn_9.to.16_Z"
412,"fourier_Body_AccJerk_bandsEnergy.fn_17.to.24_Z"
413,"fourier_Body_AccJerk_bandsEnergy.fn_25.to.32_Z"
414,"fourier_Body_AccJerk_bandsEnergy.fn_33.to.40_Z"
415,"fourier_Body_AccJerk_bandsEnergy.fn_41.to.48_Z"
416,"fourier_Body_AccJerk_bandsEnergy.fn_49.to.56_Z"
417,"fourier_Body_AccJerk_bandsEnergy.fn_57.to.64_Z"
418,"fourier_Body_AccJerk_bandsEnergy.fn_1.to.16_Z"
419,"fourier_Body_AccJerk_bandsEnergy.fn_17.to.32_Z"
420,"fourier_Body_AccJerk_bandsEnergy.fn_33.to.48_Z"
421,"fourier_Body_AccJerk_bandsEnergy.fn_49.to.64_Z"
422,"fourier_Body_AccJerk_bandsEnergy.fn_1.to.24_Z"
423,"fourier_Body_AccJerk_bandsEnergy.fn_25.to.48_Z"
424,"fourier_Body_Gyro_mean.fn_X"
425,"fourier_Body_Gyro_mean.fn_Y"
426,"fourier_Body_Gyro_mean.fn_Z"
427,"fourier_Body_Gyro_std.fn_X"
428,"fourier_Body_Gyro_std.fn_Y"
429,"fourier_Body_Gyro_std.fn_Z"
430,"fourier_Body_Gyro_mad.fn_X"
431,"fourier_Body_Gyro_mad.fn_Y"
432,"fourier_Body_Gyro_mad.fn_Z"
433,"fourier_Body_Gyro_max.fn_X"
434,"fourier_Body_Gyro_max.fn_Y"
435,"fourier_Body_Gyro_max.fn_Z"
436,"fourier_Body_Gyro_min.fn_X"
437,"fourier_Body_Gyro_min.fn_Y"
438,"fourier_Body_Gyro_min.fn_Z"
439,"fourier_Body_Gyro_sma.fn"
440,"fourier_Body_Gyro_energy.fn_X"
441,"fourier_Body_Gyro_energy.fn_Y"
442,"fourier_Body_Gyro_energy.fn_Z"
443,"fourier_Body_Gyro_iqr.fn_X"
444,"fourier_Body_Gyro_iqr.fn_Y"
445,"fourier_Body_Gyro_iqr.fn_Z"
446,"fourier_Body_Gyro_entropy.fn_X"
447,"fourier_Body_Gyro_entropy.fn_Y"
448,"fourier_Body_Gyro_entropy.fn_Z"
449,"fourier_Body_Gyro_maxInds_X"
450,"fourier_Body_Gyro_maxInds_Y"
451,"fourier_Body_Gyro_maxInds_Z"
452,"fourier_Body_Gyro_meanFreq.fn_X"
453,"fourier_Body_Gyro_meanFreq.fn_Y"
454,"fourier_Body_Gyro_meanFreq.fn_Z"
455,"fourier_Body_Gyro_skewness.fn_X"
456,"fourier_Body_Gyro_kurtosis.fn_X"
457,"fourier_Body_Gyro_skewness.fn_Y"
458,"fourier_Body_Gyro_kurtosis.fn_Y"
459,"fourier_Body_Gyro_skewness.fn_Z"
460,"fourier_Body_Gyro_kurtosis.fn_Z"
461,"fourier_Body_Gyro_bandsEnergy.fn_1.to.8_X"
462,"fourier_Body_Gyro_bandsEnergy.fn_9.to.16_X"
463,"fourier_Body_Gyro_bandsEnergy.fn_17.to.24_X"
464,"fourier_Body_Gyro_bandsEnergy.fn_25.to.32_X"
465,"fourier_Body_Gyro_bandsEnergy.fn_33.to.40_X"
466,"fourier_Body_Gyro_bandsEnergy.fn_41.to.48_X"
467,"fourier_Body_Gyro_bandsEnergy.fn_49.to.56_X"
468,"fourier_Body_Gyro_bandsEnergy.fn_57.to.64_X"
469,"fourier_Body_Gyro_bandsEnergy.fn_1.to.16_X"
470,"fourier_Body_Gyro_bandsEnergy.fn_17.to.32_X"
471,"fourier_Body_Gyro_bandsEnergy.fn_33.to.48_X"
472,"fourier_Body_Gyro_bandsEnergy.fn_49.to.64_X"
473,"fourier_Body_Gyro_bandsEnergy.fn_1.to.24_X"
474,"fourier_Body_Gyro_bandsEnergy.fn_25.to.48_X"
475,"fourier_Body_Gyro_bandsEnergy.fn_1.to.8_Y"
476,"fourier_Body_Gyro_bandsEnergy.fn_9.to.16_Y"
477,"fourier_Body_Gyro_bandsEnergy.fn_17.to.24_Y"
478,"fourier_Body_Gyro_bandsEnergy.fn_25.to.32_Y"
479,"fourier_Body_Gyro_bandsEnergy.fn_33.to.40_Y"
480,"fourier_Body_Gyro_bandsEnergy.fn_41.to.48_Y"
481,"fourier_Body_Gyro_bandsEnergy.fn_49.to.56_Y"
482,"fourier_Body_Gyro_bandsEnergy.fn_57.to.64_Y"
483,"fourier_Body_Gyro_bandsEnergy.fn_1.to.16_Y"
484,"fourier_Body_Gyro_bandsEnergy.fn_17.to.32_Y"
485,"fourier_Body_Gyro_bandsEnergy.fn_33.to.48_Y"
486,"fourier_Body_Gyro_bandsEnergy.fn_49.to.64_Y"
487,"fourier_Body_Gyro_bandsEnergy.fn_1.to.24_Y"
488,"fourier_Body_Gyro_bandsEnergy.fn_25.to.48_Y"
489,"fourier_Body_Gyro_bandsEnergy.fn_1.to.8_Z"
490,"fourier_Body_Gyro_bandsEnergy.fn_9.to.16_Z"
491,"fourier_Body_Gyro_bandsEnergy.fn_17.to.24_Z"
492,"fourier_Body_Gyro_bandsEnergy.fn_25.to.32_Z"
493,"fourier_Body_Gyro_bandsEnergy.fn_33.to.40_Z"
494,"fourier_Body_Gyro_bandsEnergy.fn_41.to.48_Z"
495,"fourier_Body_Gyro_bandsEnergy.fn_49.to.56_Z"
496,"fourier_Body_Gyro_bandsEnergy.fn_57.to.64_Z"
497,"fourier_Body_Gyro_bandsEnergy.fn_1.to.16_Z"
498,"fourier_Body_Gyro_bandsEnergy.fn_17.to.32_Z"
499,"fourier_Body_Gyro_bandsEnergy.fn_33.to.48_Z"
500,"fourier_Body_Gyro_bandsEnergy.fn_49.to.64_Z"
501,"fourier_Body_Gyro_bandsEnergy.fn_1.to.24_Z"
502,"fourier_Body_Gyro_bandsEnergy.fn_25.to.48_Z"
503,"fourier_Body_AccMag_mean.fn"
504,"fourier_Body_AccMag_std.fn"
505,"fourier_Body_AccMag_mad.fn"
